id,name,houseLink,pictureurl,area,road,year,totlefloor,floor,lfloors,size,room,hall,bath,totalprice,type,lands,blan,parking
5934,南港潛力商三土地,https://buy.yungching.com.tw/house/4380743,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuGJFOxKYYvUV2OsBgKaYLweIr0rr7T3MzGtjxgQ2igwmrf9fzkH71AqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQMQDLL6rbVXv1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,南港區,南港路一段,46.5,3.0,1 , 1,23.79,4.0,0.0,4.0,6000,工廠,30.71,23.79,
5935,忠敦捷運精選店辦,https://buy.yungching.com.tw/house/4380789,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsNGKNMkDysiCeLejU9tj7VMdux2HDvNHtyEEUI7b2DMpEaKVYpkEUPqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,忠孝東路四段,43.1,7.0,2 , 2,39.39,0.0,1.0,2.0,5680,華廈,7.34,39.39,
5936,內科陽光景觀辦公,https://buy.yungching.com.tw/house/4380830,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt7jhxzoliuNP0Qb7AIX9BRJPjZnfNib6YQEBLnmzEMZMf4ggKNsfVDqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,陽光街,22.0,8.0,7 , 7,101.94,6.0,1.0,2.0,4680,工廠,24.68,54.43,(含車位)
5937,東門捷運經典美學,https://buy.yungching.com.tw/house/4380839,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuNTDIHmt2SRmrjQ6hbs_3eGIaz14pKCiCjtuWApZD5_QV10IDTswIbqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,信義路二段,9.8,7.0,5 , 5,38.76,1.0,2.0,1.0,4200,華廈,6.6,17.69,(含車位)
5938,永春海華旁美寓,https://buy.yungching.com.tw/house/4380929,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvKROTwX-TvAyvdJM84kdaVQvmTAORconhz9SykUZwsjR5g_zEiGNTwqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,信義區,虎林街,46.7,4.0,3 , 3,24.16,2.0,2.0,1.0,1980,公寓,9.15,24.16,
5939,敦北涵峰樓中樓,https://buy.yungching.com.tw/house/4381106,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvKTvbEKGQDTIqPLhFQTMNL1DHj7p91XNCmlrepbmbQaBqKCT7i-_NFqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,敦化北路,10.8,12.0,9 , 10,212.38,5.0,2.0,4.0,24800,住宅大樓,33.8,99.47,(含車位59.88坪)
5940,筑丰店長推薦金店,https://buy.yungching.com.tw/house/4381240,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsjoeehnhgVIChz4If6I8-cuy_1QtGiDZ4b6fCy4HUDKYs641h0SlFAqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,民權東路六段,9.3,11.0,1 , 1,76.87,0.0,0.0,1.0,7200,店面,8.06,35.17,(含車位12.48坪)
5941,信義管理三房附車,https://buy.yungching.com.tw/house/4382029,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuaN3x0gCftLJhK2xxPMIxIRuNHlnK8XpqeGEnJv1CbyZmYMOOg-LnoqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,信義區,吳興街,5.0,6.0,2 , 2,40.41,3.0,1.0,1.0,2088,華廈,7.57,18.49,(含車位10.55坪)
5942,內科文德自用店面,https://buy.yungching.com.tw/house/4382441,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsXlVu1mcJj0ifqmtXe1uw2oLjg2go8SCUu8kJ2wLBy6nhslPJLS3R4qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,內湖路二段,42.5,4.0,1 , 1,29.5,2.0,3.0,1.0,2980,店面,7.71,29.5,
5943,民族東路面寬店面,https://buy.yungching.com.tw/house/4382631,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu7o9pP9dsJn1XB9lSdO4eBw_5redaydvmJ2uD-uxxvlHwBoqoyzDFcqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,民族東路,48.9,3.0,1 , 1,34.03,1.0,1.0,1.0,4800,店面,21.32,34.03,
5944,計畫區面公園豪宅,https://buy.yungching.com.tw/house/4382845,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuoJApGUnK8cUUae9IcQLpOaGp7n_pfpyApmPGCLTXSyHgvAOqHy5CiqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,松勇路,17.2,13.0,6 , 6,165.78,5.0,2.0,4.0,15680,住宅大樓,,85.71,(含車位39.29坪)
5945,信義基泰高樓樹海,https://buy.yungching.com.tw/house/4382941,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtviCckDzvYJZqP4fh9xpsmnMNHrr15CB6nA8jEfvwO34mMIKX08L7UqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,信義區,吳興街,11.0,19.0,9 , 9,76.37,4.0,2.0,2.0,5158,住宅大樓,11.8,38.29,(含車位)
5946,科技捷運低總倉辦,https://buy.yungching.com.tw/house/4383118,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsVVpWnjGMUK3CH4OaZXbe7FM-hZwlgfv5LlC_YnpFkz-kSDwwidU5rqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,大安區,四維路,35.7,19.0,2 , 2,6.94,0.0,1.0,0.0,358,倉庫,1.17,4.2,
5947,買下好運就發財囉,https://buy.yungching.com.tw/house/4383633,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtPlMYnRx_4NrjRlFpY16WbqO7VRZLp1nypoPCt2ENjf4CJAUx8agxtqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,林森北路,44.7,7.0,3 , 3,25.28,3.0,1.0,2.0,1600,華廈,4.85,21.48,
5948,內科山景電梯別墅,https://buy.yungching.com.tw/house/4383672,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtGUh4mn08nOaUBLWuSn3RtK3txanu9bTDyrp3GMT-Ggp2g13VfkFvPqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQ7B1phpHz8Gf1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,瑞光路,13.1,5.0,B1 , 5,186.79,5.0,4.0,6.0,16600,透天厝,81.24,133.99,(含車位28.96坪)
5949,永慶專賣玉成美寓,https://buy.yungching.com.tw/house/4383662,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsFW5FHS6Y4gJfJWab-2cwgZMZVsBrBjA_5Q_KMx7CuFtryxSALreKmqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQMQDLL6rbVXv1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,南港區,玉成街,43.1,5.0,4 , 4,19.83,3.0,2.0,1.0,1400,公寓,6.66,19.82,
5950,新生北收租店辦,https://buy.yungching.com.tw/house/4383671,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvEqLvIpB-i_dTxT-K7XqNOVAlbZ5YHohheLoHDykd0XDrQLqICJzCVqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,新生北路二段,31.6,5.0,B1 , 1,52.24,1.0,0.0,1.0,2790,店面,13.38,26.59,
5951,內湖典雅綠大地,https://buy.yungching.com.tw/house/4383674,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtoSMAsBfn5JDsrGMbRkhUdlFSpGC1ZawTcy9EMp-wjYRhwAJXnD7dFqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQ7B1phpHz8Gf1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,成功路四段,34.5,4.0,B1 , 4,71.56,6.0,2.0,4.0,4189,透天厝,36.57,59.85,
5952,師大三角窗金店面,https://buy.yungching.com.tw/house/4383679,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtPadwJaOITqDDBu11MoW7AyATh_yMCN3XbIqodVFc3gpYwi66-XOY_qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,金山南路二段,20.8,6.0,1 , 1,41.1,0.0,3.0,2.0,5288,店面,18.35,9.08,
5953,華泰民生昇平車位,https://buy.yungching.com.tw/house/4383678,"https://p1-news.hfcdn.com/p1-news/NzkyMzI4bmV3cw,,/1b45412ca4e589fc.png/qs/w=480&h=0",中山區,林森北路,35.8,12.0,B2 , B2,5.93,,,,170,車位,4.53,,(含車位5.93坪)
5954,南機場夜市金店,https://buy.yungching.com.tw/house/4383695,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtOXpm_81GdZIOGFO69WH11Q4DyP6L6yhC7knG8h1dMKIEfB4je1iVjqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中正區,中華路二段,53.8,5.0,1 , 1,13.12,0.0,1.0,1.0,3500,店面,4.48,13.12,
5955,天母首購電梯救星,https://buy.yungching.com.tw/house/4383699,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuMmnwolHkv8Tj3-FMuKyzj3CzuciSpqJWq1KXyzrfn9ox40iu4iyRxqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,北投區,行義路,20.2,16.0,B1 , B1,23.1,1.0,2.0,1.0,595,套房,7.34,13.33,
5956,儒林靜巷邊間大戶,https://buy.yungching.com.tw/house/4383709,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtraVrrQnHAWyv_Z6LPXHEVYcbZw_CAS5GMXgfcUTXNATmkJaDCuPbVqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQ7B1phpHz8Gf1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,大直街,32.7,5.0,4 , 4,49.34,4.0,2.0,2.0,3199,公寓,12.73,43.57,
5957,雙層黃金店面坡車,https://buy.yungching.com.tw/house/4385089,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtYv5trneDdAeKoyPhJlL17470nGX6iwnhIiMgfMu58nOuibl5y-gRFqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,金湖路,21.4,10.0,1 , 1,49.76,0.0,2.0,1.0,5980,店面,9.78,23.89,(含車位13.00坪)
5958,晶華典雅四房,https://buy.yungching.com.tw/house/4385163,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvgRSSI6xT2jvAyhnFKnlsROaBO7WBWIlD3-Ef7H1R3hzN7ZgoOEMyXqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,南港區,經貿二路,12.5,12.0,2 , 2,61.2,4.0,2.0,2.0,5200,住宅大樓,13.03,33.57,(含車位11.28坪)
5959,日日田丁前棟高樓,https://buy.yungching.com.tw/house/4385178,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv6-dMRIBBiPiifsnxAPhk0nHyTGlZhzn6tQfWeyh8Cq08HMbkmLuzWqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,中山北路一段,4.0,10.0,9 , 9,31.0,1.0,1.0,1.0,2959,套房,3.45,16.42,(含車位5.15坪)
5960,中山站採光樓中樓,https://buy.yungching.com.tw/house/4385200,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsiMzfYG8R5X-sUstg9xvp4NlB5JIxMyT18VGPvVZevHhMzd4I6JaXGqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,中山北路一段,4.0,10.0,10 , 10,75.97,4.0,2.0,2.0,7200,華廈,7.85,36.32,(含車位18.07坪)
5961,華固吉邸景觀豪宅,https://buy.yungching.com.tw/house/4385201,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCupeLaX3Cv9N2F-jiOHV3AFiqOinQijFAyEmOlOkvVZzKKP93nD0gBHqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,吉林路,8.5,14.0,3 , 3,179.9,3.0,2.0,3.0,13980,住宅大樓,20.22,72.52,(含車位60.91坪)
5962,民生東採光辦公3,https://buy.yungching.com.tw/house/4385243,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt9yOY-w2UQS5T0yOrl2AaCJQIPh7teFF7mp6NOpxOxLfE6Cksu0TnXqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,民生東路一段,42.6,12.0,11 , 11,15.66,0.0,1.0,1.0,988,辦公商業大樓,1.21,11.49,
5963,巨蛋旁美妝小資宅,https://buy.yungching.com.tw/house/4385365,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvze1PgOLgP90SGA_d8ubtasQ4cncV00DyuSD0_q_BaDpVRtdKfhTJmqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,松山區,八德路三段,37.1,7.0,4 , 4,20.38,1.0,2.0,2.0,1750,華廈,3.75,17.17,
5964,忠孝敦化高樓車位,https://buy.yungching.com.tw/house/4385786,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvN7wYUjxpm82coenGo66NACsW1RzrjRi4USEyWWYgGo70xZRoUA5TBqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,忠孝東路四段,43.2,13.0,11 , 11,76.62,4.0,1.0,2.0,6500,辦公商業大樓,7.3,55.32,(含車位14.55坪)
5965,大安森林庭院一樓,https://buy.yungching.com.tw/house/4385874,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt7DGUEXSuGC2g4YAO5I5F8yP1CqYHb7ODSdJ0D6KrNl0Yt8psUe4-qqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,新生南路一段,16.9,7.0,1 , 1,41.34,2.0,2.0,1.0,4880,辦公商業大樓,8.19,23.63,(含車位4.28坪)
5966,萬大稀有角窗金店,https://buy.yungching.com.tw/house/4385947,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCucDQMuX5ki03BLukC_2plAfLI6dYS_IfATCjR4EhnTrKxMmGJdDOGfqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,萬華區,萬大路,47.9,4.0,1 , 1,32.17,0.0,1.0,1.0,2500,店面,8.55,32.17,
5967,庭院獨戶電梯透天,https://buy.yungching.com.tw/house/4386239,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCswI09a1vlMRZAWp7RHZvSYqhBfNzQTUodhq3cwGu1f-xP0YzXXanhdqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,內湖路二段,19.8,4.0,1 , 4,126.34,6.0,4.0,5.0,9998,透天厝,60.8,113.92,
5968,獨棟公園大4房,https://buy.yungching.com.tw/house/4386415,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtgCVmUw_kG9itTPPeg-ByCvPZZ-19yz7ve-F_Nwu4vUK2RfeRjTOOKqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,光復北路,41.9,4.0,2 , 2,51.78,5.0,3.0,2.5,5280,公寓,24.58,51.78,
